customerID,gender,SeniorCitizen,SeniorCitizen_Label,Partner,Dependents,tenure,Tenure_Band,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Estimated_Annual_Revenue,Churn,Churn_Flag,Churn_Prob,Churn_Risk_Score,Predicted_Churn,Focus_Flag,Focus_Priority,Model_Split
4030-VPZBD,Female,0,No,No,No,2,0-12,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.9,59.05,370.79999999999995,Yes,1,0.541023752856191,54.1,1,Elevated risk (top 20%),2,train
2226-ICFDO,Female,0,No,Yes,Yes,72,49-72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.9,6110.75,1030.8000000000002,No,0,0.013542871048644638,1.4,0,Ok / monitor,3,train
0723-VSOBE,Female,1,Yes,No,No,45,25-48,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,34.2,1596.6,410.40000000000003,No,0,0.12613653180996204,12.6,0,Ok / monitor,3,train
5529-GIBVH,Female,0,No,No,No,47,25-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,1046.2,241.79999999999998,No,0,0.0073099493107439345,0.7,0,Ok / monitor,3,train
4187-CINZD,Female,1,Yes,No,No,46,25-48,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,4424.2,1143.0,Yes,1,0.18002112433431328,18.0,0,Ok / monitor,3,train
9992-UJOEL,Male,0,No,No,No,2,0-12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,92.75,603.5999999999999,No,0,0.3861312951284733,38.6,0,Ok / monitor,3,test
4741-WWJQZ,Female,0,No,Yes,No,2,0-12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.15,194.55,961.8000000000001,No,0,0.512230802926269,51.2,1,High risk / high value,1,train
6625-UTXEW,Female,0,No,Yes,No,12,0-12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.25,612.1,615.0,No,0,0.3606498057479671,36.1,0,Ok / monitor,3,train
6818-WOBHJ,Female,1,Yes,Yes,No,68,49-72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,1075.1999999999998,Yes,1,0.26315052594758115,26.3,0,Ok / monitor,3,train
6244-BESBM,Male,0,No,Yes,Yes,69,49-72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,6671.7,1142.4,No,0,0.04809920528517247,4.8,0,Ok / monitor,3,train
1004-NOZNR,Male,1,Yes,No,Yes,56,49-72,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.8,5264.3,1137.6,No,0,0.09380083952973517,9.4,0,Ok / monitor,3,train
1251-STYSZ,Female,1,Yes,No,No,4,0-12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,303.7,963.0,No,0,0.6791690067607408,67.9,1,High risk / high value,1,train
2612-PHGOX,Male,0,No,Yes,No,64,49-72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.1,4818.8,913.1999999999999,No,0,0.02029127243341839,2.0,0,Ok / monitor,3,train
2408-TZMJL,Male,0,No,Yes,No,59,49-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.15,6448.05,1321.8000000000002,Yes,1,0.2302617383805115,23.0,0,Ok / monitor,3,train
8480-PPONV,Male,0,No,Yes,Yes,62,49-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.55,7159.05,1386.6,No,0,0.037982228145295165,3.8,0,Ok / monitor,3,train
8780-IHCRN,Male,0,No,Yes,Yes,63,49-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.65,1574.5,295.79999999999995,No,0,0.0037271581159344404,0.4,0,Ok / monitor,3,train
4598-ZADCK,Female,0,No,No,No,53,49-72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.6,2879.2,643.2,No,0,0.056167516671042146,5.6,0,Ok / monitor,3,train
1257-SXUXQ,Male,0,No,Yes,Yes,5,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,86.05,233.39999999999998,No,0,0.14146443549470172,14.1,0,Ok / monitor,3,train
9681-KYGYB,Male,1,Yes,Yes,No,49,49-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.2,4159.45,1058.4,No,0,0.31920452111435776,31.9,0,Ok / monitor,3,train
7182-OVLBJ,Female,0,No,Yes,Yes,62,49-72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.15,6638.35,1213.8000000000002,No,0,0.08112959476742719,8.1,0,Ok / monitor,3,train
5095-ETBRJ,Female,0,No,Yes,No,55,49-72,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.8,3112.05,681.5999999999999,No,0,0.007505222952616654,0.8,0,Ok / monitor,3,train
7005-CYUIL,Female,1,Yes,Yes,No,71,49-72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4,7168.25,1192.8000000000002,No,0,0.045103674354196564,4.5,0,Ok / monitor,3,train
4821-WQOYN,Female,0,No,Yes,Yes,72,49-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.1,1326.25,241.20000000000002,No,0,0.002357571996184716,0.2,0,Ok / monitor,3,test
4730-AWNAU,Male,0,No,Yes,Yes,36,25-48,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.7,2234.55,728.4000000000001,No,0,0.06043332533305708,6.0,0,Ok / monitor,3,train
3452-FLHYD,Male,0,No,Yes,No,25,25-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.95,495.15,251.39999999999998,No,0,0.04989213774708044,5.0,0,Ok / monitor,3,train
2388-LAESQ,Female,1,Yes,Yes,No,72,49-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.85,8317.95,1378.1999999999998,No,0,0.06098043568446282,6.1,0,Ok / monitor,3,test
9531-NSBMR,Female,0,No,No,No,36,25-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.25,679.8,231.0,No,0,0.030746809056763472,3.1,0,Ok / monitor,3,train
6260-ONULR,Male,0,No,No,No,1,0-12,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.8,62.8,753.5999999999999,No,0,0.5690453977788831,56.9,1,Elevated risk (top 20%),2,train
4389-UEFCZ,Female,0,No,Yes,No,72,49-72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.5,7544.0,1266.0,No,0,0.10551127585851536,10.6,0,Ok / monitor,3,train
8711-LOBKY,Male,0,No,Yes,Yes,59,49-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1188.25,238.20000000000002,No,0,0.003482779669480432,0.3,0,Ok / monitor,3,test
9134-CEQMF,Male,1,Yes,Yes,No,7,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,676.7,1074.0,Yes,1,0.7915917996724645,79.2,1,High risk / high value,1,train
8985-OOPOS,Female,0,No,No,No,1,0-12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.1,74.1,889.1999999999999,No,0,0.2013099966854388,20.1,0,Ok / monitor,3,test
8800-ZKRFW,Female,0,No,Yes,Yes,30,25-48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3242.5,1290.0,No,0,0.529203723719178,52.9,1,High risk / high value,1,train
2616-FLVQC,Male,0,No,No,No,64,49-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1240.15,234.60000000000002,No,0,0.0033932113276131386,0.3,0,Ok / monitor,3,test
9968-FFVVH,Male,0,No,No,No,63,49-72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,4111.35,825.5999999999999,No,0,0.013557871127611906,1.4,0,Ok / monitor,3,test
3108-PCCGG,Male,1,Yes,Yes,No,72,49-72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.45,5899.85,1013.4000000000001,No,0,0.016724805676785363,1.7,0,Ok / monitor,3,train
7993-PYKOF,Male,0,No,Yes,No,8,0-12,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,632.95,900.0,Yes,1,0.4690145849422838,46.9,0,Ok / monitor,3,train
8390-FESFV,Female,0,No,No,No,62,49-72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.5,5193.2,1014.0,No,0,0.021134569760238336,2.1,0,Ok / monitor,3,test
3022-BEXHZ,Male,0,No,Yes,Yes,67,49-72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.2,7530.8,1334.4,No,0,0.06762584486801344,6.8,0,Ok / monitor,3,train
5027-XWQHA,Male,0,No,No,No,6,0-12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,270.95,537.0,Yes,1,0.37902034319289557,37.9,0,Ok / monitor,3,train
6248-TKCQV,Female,0,No,Yes,Yes,70,49-72,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,5460.2,967.1999999999999,No,0,0.014030671730118767,1.4,0,Ok / monitor,3,train
6729-GDNGC,Female,1,Yes,No,No,20,13-24,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.7,1614.2,968.4000000000001,No,0,0.4589926792019716,45.9,0,Ok / monitor,3,test
6198-ZFIOJ,Female,0,No,No,No,5,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,402.5,907.1999999999999,No,0,0.6508719459533644,65.1,1,High risk / high value,1,train
5989-OMNJE,Female,0,No,Yes,Yes,24,13-24,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,57.6,1367.75,691.2,No,0,0.16082934421817457,16.1,0,Ok / monitor,3,train
4566-QVRRW,Female,0,No,Yes,No,11,0-12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.05,483.7,528.5999999999999,Yes,1,0.42405353147200264,42.4,0,Ok / monitor,3,train
1291-CUOCY,Male,0,No,Yes,No,72,49-72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.6,7962.2,1327.1999999999998,No,0,0.07142065727892419,7.1,0,Ok / monitor,3,train
9795-SHUHB,Female,0,No,Yes,Yes,66,49-72,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.2,3810.8,698.4000000000001,No,0,0.005026145851945856,0.5,0,Ok / monitor,3,train
3230-IUALN,Female,0,No,Yes,Yes,45,25-48,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.0,3533.6,972.0,No,0,0.024363743045342386,2.4,0,Ok / monitor,3,train
0042-RLHYP,Female,0,No,Yes,Yes,69,49-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1396.9,236.39999999999998,No,0,0.0020108875178635683,0.2,0,Ok / monitor,3,train
8519-IMDHU,Male,1,Yes,Yes,No,15,13-24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,1027.1999999999998,Yes,1,0.674457432657785,67.4,1,High risk / high value,1,train
4945-RVMTE,Female,0,No,No,No,28,25-48,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,714.5999999999999,No,0,0.24248615393547743,24.2,0,Ok / monitor,3,test
0201-OAMXR,Female,0,No,No,No,70,49-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,8127.6,1386.6,Yes,1,0.06934969078768077,6.9,0,Ok / monitor,3,train
1866-NXPSP,Female,0,No,No,No,36,25-48,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55,2680.15,906.5999999999999,No,0,0.05009242769505286,5.0,0,Ok / monitor,3,train
3372-KWFBM,Male,1,Yes,No,No,16,13-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.6,1281.0,1039.1999999999998,Yes,1,0.7300698990810953,73.0,1,High risk / high value,1,train
7831-QGOXH,Female,0,No,No,No,18,13-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,1553.9,1022.4000000000001,Yes,1,0.6969610112048505,69.7,1,High risk / high value,1,train
6393-WRYZE,Female,0,No,Yes,No,34,25-48,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.65,3207.55,1171.8000000000002,Yes,1,0.6386286346301113,63.9,1,High risk / high value,1,train
3941-XTSKM,Male,0,No,Yes,Yes,42,25-48,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.1,2049.05,541.2,No,0,0.09112845509064085,9.1,0,Ok / monitor,3,train
1661-CZBAU,Male,0,No,No,No,48,25-48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.95,3629.2,851.4000000000001,No,0,0.05237550330350589,5.2,0,Ok / monitor,3,train
6599-RCLCJ,Male,0,No,Yes,No,47,25-48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,5124.55,1314.6,Yes,1,0.4680367766079448,46.8,0,Ok / monitor,3,train
9831-BPFRI,Female,0,No,Yes,Yes,39,25-48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.55,3474.45,1074.6,Yes,1,0.18342846751449315,18.3,0,Ok / monitor,3,train
5158-RIVOP,Female,0,No,Yes,Yes,11,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,202.3,250.79999999999998,No,0,0.02593845520331892,2.6,0,Ok / monitor,3,train
9788-YTFGE,Male,0,No,No,No,7,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,147.5,239.39999999999998,No,0,0.20910813930942918,20.9,0,Ok / monitor,3,test
9277-JOOMO,Female,0,No,No,No,3,0-12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.6,86.35,295.20000000000005,No,0,0.22446340487696492,22.4,0,Ok / monitor,3,train
1907-YLNYW,Male,0,No,No,No,8,0-12,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.7,579.0,800.4000000000001,No,0,0.38722893372672107,38.7,0,Ok / monitor,3,train
1725-MIMXW,Male,0,No,No,Yes,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.45,19.45,233.39999999999998,Yes,1,0.21954284594467222,22.0,0,Ok / monitor,3,train
8947-YRTDV,Male,0,No,Yes,Yes,32,25-48,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.8,3131.55,1137.6,No,0,0.11966543443666999,12.0,0,Ok / monitor,3,train
3161-ONRWK,Male,0,No,Yes,Yes,60,49-72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,3928.3,790.1999999999999,No,0,0.012628070023451548,1.3,0,Ok / monitor,3,test
0114-RSRRW,Female,0,No,Yes,No,10,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75,239.39999999999998,No,0,0.1751523983371652,17.5,0,Ok / monitor,3,train
4565-NLZBV,Female,0,No,Yes,No,71,49-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1710.15,295.79999999999995,No,0,0.004705909664635674,0.5,0,Ok / monitor,3,train
0031-PVLZI,Female,0,No,Yes,Yes,4,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,76.35,244.20000000000002,Yes,1,0.14127935042005135,14.1,0,Ok / monitor,3,train
7206-GZCDC,Female,1,Yes,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,831.0,Yes,1,0.7348513836234629,73.5,1,Elevated risk (top 20%),2,train
6682-VCIXC,Female,0,No,Yes,Yes,43,25-48,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,2151.6,615.0,No,0,0.04267954968832266,4.3,0,Ok / monitor,3,train
4791-QRGMF,Male,0,No,Yes,No,59,49-72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,5961.1,1194.0,Yes,1,0.2540694861115843,25.4,0,Ok / monitor,3,train
6475-VHUIZ,Female,0,No,Yes,No,23,13-24,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,1221.55,651.0,No,0,0.17730201573745222,17.7,0,Ok / monitor,3,train
3910-MRQOY,Female,0,No,Yes,No,72,49-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.4,1496.45,232.79999999999998,No,0,0.0022375216281174614,0.2,0,Ok / monitor,3,test
0661-WCQNQ,Male,0,No,Yes,No,22,13-24,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,1292.2,675.0,No,0,0.06661672710481797,6.7,0,Ok / monitor,3,train
7537-RBWEA,Female,0,No,No,No,1,0-12,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.15,25.15,301.79999999999995,No,0,0.5736970871305638,57.4,1,Elevated risk (top 20%),2,train
4656-CAURT,Male,0,No,No,No,69,49-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1713.1,287.4,No,0,0.0036792840352657744,0.4,0,Ok / monitor,3,train
0121-SNYRK,Male,0,No,No,No,50,49-72,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,1748.9,424.79999999999995,No,0,0.036681371535793726,3.7,0,Ok / monitor,3,test
1768-ZAIFU,Female,1,Yes,No,No,1,0-12,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,302.4,Yes,1,0.6782347007244603,67.8,1,Elevated risk (top 20%),2,test
4671-LXRDQ,Male,0,No,No,No,2,0-12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,96.45,540.0,Yes,1,0.4314955501890149,43.1,0,Ok / monitor,3,train
3733-LSYCE,Female,0,No,Yes,No,15,13-24,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.35,1114.55,904.1999999999999,No,0,0.36900245804356374,36.9,0,Ok / monitor,3,train
6265-FRMTQ,Male,0,No,No,No,31,25-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,609.1,244.79999999999998,No,0,0.013832687420556428,1.4,0,Ok / monitor,3,train
1934-SJVJK,Male,0,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,241.79999999999998,Yes,1,0.19256377924575546,19.3,0,Ok / monitor,3,train
3838-OZURD,Male,0,No,Yes,No,66,49-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,1260.0,Yes,1,0.3348097851718757,33.5,0,Ok / monitor,3,train
1371-DWPAZ,Female,0,No,Yes,Yes,0,0-12,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),56.05,0.0,672.5999999999999,No,0,0.07329158471434814,7.3,0,Ok / monitor,3,train
9269-CQOOL,Male,0,No,No,Yes,3,0-12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.7,169.45,656.4000000000001,Yes,1,0.39808926214620205,39.8,0,Ok / monitor,3,train
2017-CCBLH,Female,0,No,No,No,8,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,141.6,240.0,No,0,0.04118123788591067,4.1,0,Ok / monitor,3,train
7690-KPNCU,Male,0,No,Yes,Yes,64,49-72,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,4688.65,876.5999999999999,No,0,0.03422744803526059,3.4,0,Ok / monitor,3,test
0536-BGFMZ,Female,0,No,Yes,No,28,25-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,563.05,246.0,No,0,0.06409972003342858,6.4,0,Ok / monitor,3,train
2293-IJWPS,Female,0,No,Yes,No,57,49-72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5985.0,1209.0,No,0,0.25672827383626673,25.7,0,Ok / monitor,3,test
2845-HSJCY,Female,0,No,Yes,Yes,14,13-24,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,1047.0,Yes,1,0.6924575599910124,69.2,1,High risk / high value,1,test
5469-NUJUR,Male,0,No,No,No,19,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,373.5,239.39999999999998,No,0,0.037145516248809504,3.7,0,Ok / monitor,3,test
1184-PJVDB,Male,0,No,Yes,No,10,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,857.2,959.4000000000001,Yes,1,0.6995522750494584,70.0,1,High risk / high value,1,train
2625-TRCZQ,Female,0,No,Yes,No,51,49-72,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.65,2553.35,595.8,No,0,0.26122379685802055,26.1,0,Ok / monitor,3,train
4102-HLENU,Female,0,No,Yes,No,67,49-72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.65,4322.85,787.8000000000001,No,0,0.008873147637260293,0.9,0,Ok / monitor,3,train
7266-GSSJX,Male,0,No,Yes,Yes,11,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,250.8,245.39999999999998,No,0,0.19441054665844382,19.4,0,Ok / monitor,3,test
7722-VJRQD,Male,0,No,Yes,Yes,72,49-72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,4549.05,731.4000000000001,No,0,0.00921134521238305,0.9,0,Ok / monitor,3,train
7073-QETQY,Male,0,No,Yes,Yes,66,49-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.35,1359.5,244.20000000000002,No,0,0.009566254894592055,1.0,0,Ok / monitor,3,train
9415-DPEWS,Female,0,No,No,No,18,13-24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.35,1639.3,1060.1999999999998,Yes,1,0.630665591403613,63.1,1,High risk / high value,1,train
5624-RYAMH,Female,0,No,No,No,9,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.5,178.85,234.0,No,0,0.2449555439646028,24.5,0,Ok / monitor,3,train
0196-JTUQI,Female,0,No,No,No,9,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,633.85,902.4000000000001,No,0,0.6084975554388904,60.8,1,High risk / high value,1,train
7130-YXBRO,Male,0,No,Yes,No,48,25-48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1,1337.4,No,0,0.34777054853328615,34.8,0,Ok / monitor,3,train
9272-LSVYH,Male,0,No,No,No,10,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.15,735.5,841.8000000000001,No,0,0.47275458640090656,47.3,0,Ok / monitor,3,train
7943-RQCHR,Female,0,No,No,No,9,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,889.9,1137.0,Yes,1,0.7976320671300215,79.8,1,High risk / high value,1,train
3793-MMFUH,Female,1,Yes,No,No,13,13-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,1290.0,1140.6,Yes,1,0.8013790094505535,80.1,1,High risk / high value,1,train
3249-ZPQRG,Male,0,No,No,No,4,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.45,330.05,941.4000000000001,Yes,1,0.6380335049747149,63.8,1,High risk / high value,1,train
2568-BRGYX,Male,0,No,No,No,4,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,237.95,842.4000000000001,Yes,1,0.6804942718127169,68.0,1,Elevated risk (top 20%),2,train
3084-DOWLE,Female,0,No,Yes,No,72,49-72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6474.4,1104.0,No,0,0.010667733921992424,1.1,0,Ok / monitor,3,train
1084-MNSMJ,Female,0,No,Yes,Yes,51,49-72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,4421.95,1026.0,No,0,0.01173940920264262,1.2,0,Ok / monitor,3,train
7721-JXEAW,Male,0,No,Yes,No,59,49-72,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7,492.59999999999997,Yes,1,0.10996624484955524,11.0,0,Ok / monitor,3,train
